,Nb_Ph.,Ph_calls,Dur.,Nb_con_obj,Mo,Nb_people.,age,Salary,Y
639,3.0,27.0,41.0,9.0,107.0,1.0,27.0,47000.0,54.9588790879713
640,3.0,26.0,193.0,10.0,142.0,1.0,20.0,92000.0,370.90577008597313
641,2.0,18.0,126.0,12.0,98.0,1.0,26.0,27000.0,-57.52353968960597
642,3.0,8.0,165.0,17.0,129.0,2.0,23.0,76000.0,100.9047365507297
643,4.0,10.0,181.0,17.0,101.0,2.0,32.0,41000.0,52.05666832342646
644,3.0,13.0,124.0,11.0,105.0,1.0,30.0,49000.0,-60.68219169412195
645,4.0,9.0,118.0,18.0,74.0,2.0,29.0,76000.0,0.33719147288345397
646,3.0,13.0,123.0,7.0,49.0,2.0,24.0,59000.0,-226.49264047237116
647,3.0,12.0,10.0,14.0,153.0,2.0,27.0,97000.0,81.57938342063241
648,3.0,34.0,0.0,11.0,125.0,2.0,26.0,54000.0,47.9807418942492
649,3.0,28.0,42.0,16.0,109.0,2.0,20.0,77000.0,43.827121559283945
650,3.0,3.0,91.0,4.0,76.0,2.0,28.0,65000.0,-102.45838200243865
651,4.0,20.0,122.0,13.0,113.0,2.0,22.0,60000.0,70.59538543006417
652,3.0,6.0,37.0,9.0,109.0,1.0,33.0,74000.0,-126.1027041270588
653,3.0,3.0,99.0,6.0,112.0,1.0,25.0,64000.0,-84.44690356516472
654,3.0,16.0,112.0,13.0,113.0,2.0,25.0,93000.0,192.70095966007565
655,2.0,19.0,36.0,10.0,213.0,2.0,31.0,83000.0,180.5621736774064
656,3.0,24.0,151.0,16.0,149.0,2.0,26.0,48000.0,116.16321323888255
657,3.0,31.0,50.0,16.0,49.0,2.0,31.0,30000.0,-131.86284468054967
658,3.0,4.0,27.0,8.0,98.0,2.0,27.0,107000.0,-12.561727161375325
659,4.0,26.0,137.0,11.0,27.0,2.0,24.0,75000.0,37.8624504457663
660,3.0,13.0,11.0,8.0,32.0,2.0,36.0,64000.0,-240.0696658695832
661,4.0,8.0,117.0,17.0,11.0,2.0,28.0,64000.0,-113.04374735509475
662,3.0,18.0,92.0,17.0,121.0,1.0,25.0,69000.0,118.25939407661754
663,2.0,1.0,13.0,3.0,183.0,1.0,28.0,51000.0,-153.14416891246492
664,3.0,12.0,111.0,16.0,109.0,2.0,28.0,54000.0,-26.45660108705487
665,3.0,2.0,59.0,8.0,108.0,3.0,23.0,65000.0,-185.58193668578713
666,3.0,8.0,140.0,14.0,171.0,3.0,28.0,67000.0,161.06051158835828
667,3.0,30.0,77.0,13.0,103.0,2.0,27.0,28000.0,-2.800177012281468
668,3.0,11.0,169.0,12.0,183.0,2.0,35.0,55000.0,156.80863494389263
669,3.0,18.0,124.0,12.0,60.0,2.0,37.0,68000.0,-28.097557667304308
670,2.0,14.0,24.0,12.0,91.0,2.0,22.0,77000.0,-113.33919564260754
671,2.0,18.0,116.0,14.0,167.0,2.0,36.0,61000.0,96.50513912344738
672,3.0,14.0,151.0,11.0,113.0,2.0,26.0,97000.0,205.80626350724845
673,3.0,16.0,125.0,4.0,78.0,2.0,27.0,33000.0,-169.4703345241483
674,3.0,8.0,44.0,8.0,85.0,1.0,28.0,75000.0,-15.448316305135165
675,3.0,4.0,109.0,2.0,136.0,2.0,22.0,54000.0,-82.9980523925236
676,3.0,6.0,67.0,14.0,31.0,2.0,24.0,74000.0,-117.1036479441218
677,3.0,6.0,124.0,13.0,171.0,2.0,29.0,58000.0,78.78631919210856
678,3.0,15.0,63.0,14.0,83.0,2.0,33.0,73000.0,-137.28193521406624
679,3.0,13.0,182.0,19.0,104.0,3.0,26.0,38000.0,-8.30617494015415
680,3.0,5.0,75.0,6.0,139.0,1.0,24.0,93000.0,64.3913418883174
681,3.0,6.0,84.0,17.0,125.0,1.0,23.0,50000.0,-58.88708159807023
682,3.0,41.0,21.0,7.0,119.0,2.0,33.0,62000.0,143.59174823445392
683,3.0,7.0,141.0,12.0,71.0,2.0,30.0,69000.0,1.9257903215876726
684,2.0,6.0,60.0,15.0,108.0,1.0,33.0,87000.0,10.34269590591191
685,3.0,6.0,104.0,14.0,109.0,2.0,28.0,58000.0,67.21146722554593
686,3.0,27.0,144.0,9.0,155.0,2.0,34.0,82000.0,272.3145563319896
687,3.0,31.0,83.0,11.0,54.0,2.0,28.0,80000.0,75.70318873287137
688,3.0,19.0,34.0,16.0,105.0,2.0,38.0,67000.0,-14.338766802484072
689,2.0,17.0,83.0,12.0,41.0,2.0,19.0,78000.0,-16.769769606351552
690,2.0,11.0,70.0,5.0,91.0,3.0,24.0,68000.0,-122.51308856182413
691,2.0,19.0,100.0,12.0,125.0,2.0,26.0,118000.0,205.33766673300295
692,2.0,24.0,55.0,5.0,152.0,2.0,30.0,68000.0,73.72960421208978
693,3.0,19.0,55.0,13.0,144.0,2.0,29.0,62000.0,47.30193981043241
694,4.0,12.0,19.0,9.0,119.0,2.0,27.0,47000.0,-127.67782688826487
695,2.0,10.0,100.0,5.0,48.0,2.0,35.0,62000.0,-96.78712691761409
696,3.0,23.0,90.0,10.0,61.0,1.0,26.0,82000.0,60.638015895939844
697,2.0,17.0,147.0,12.0,116.0,2.0,27.0,35000.0,54.372590057291134
698,3.0,13.0,137.0,14.0,77.0,2.0,18.0,66000.0,50.17064978403278
699,2.0,7.0,48.0,10.0,132.0,1.0,34.0,44000.0,-146.96975078427033
700,3.0,14.0,55.0,15.0,113.0,3.0,30.0,107000.0,115.83333108279045
701,4.0,25.0,107.0,6.0,32.0,2.0,28.0,47000.0,-14.888565117194617
702,3.0,16.0,69.0,14.0,151.0,3.0,27.0,83000.0,146.52675283204408
703,3.0,18.0,145.0,10.0,121.0,3.0,26.0,31000.0,8.362746512620866
704,2.0,19.0,101.0,13.0,81.0,2.0,24.0,83000.0,-3.414185022260824
705,3.0,26.0,23.0,14.0,110.0,2.0,26.0,69000.0,108.18690027487759
706,2.0,11.0,114.0,9.0,50.0,2.0,31.0,33000.0,-211.8080767333629
707,3.0,2.0,70.0,8.0,125.0,2.0,25.0,56000.0,-118.56229406520346
708,3.0,6.0,119.0,10.0,110.0,3.0,29.0,65000.0,22.92659575174195
709,3.0,22.0,145.0,9.0,7.0,2.0,21.0,44000.0,-77.20865305069944
710,2.0,18.0,147.0,12.0,85.0,2.0,27.0,39000.0,58.244559569906386
711,3.0,20.0,53.0,16.0,52.0,2.0,23.0,97000.0,51.18091036621752
712,2.0,19.0,19.0,12.0,58.0,2.0,26.0,44000.0,-138.87939862516862
713,2.0,5.0,175.0,14.0,67.0,1.0,26.0,35000.0,-18.095235757069254
714,4.0,3.0,8.0,12.0,62.0,2.0,34.0,41000.0,-299.771627264422
715,3.0,10.0,149.0,13.0,104.0,3.0,27.0,52000.0,57.37242658085884
716,3.0,6.0,6.0,1.0,80.0,1.0,30.0,33000.0,-495.9067294257617
717,3.0,14.0,73.0,15.0,91.0,1.0,27.0,97000.0,28.881447951110005
718,3.0,29.0,58.0,12.0,93.0,2.0,33.0,72000.0,6.713521645368729
719,2.0,11.0,56.0,7.0,88.0,2.0,27.0,72000.0,-110.68648630708125
720,3.0,21.0,28.0,11.0,179.0,2.0,26.0,75000.0,93.90198125445686
721,3.0,10.0,110.0,14.0,79.0,2.0,26.0,83000.0,97.98615388694175
722,3.0,12.0,97.0,6.0,114.0,3.0,28.0,50000.0,-26.937695704267792
723,3.0,13.0,135.0,7.0,29.0,2.0,22.0,81000.0,5.405106367919055
724,3.0,13.0,156.0,9.0,98.0,1.0,30.0,38000.0,30.0647656480713
725,3.0,27.0,62.0,18.0,108.0,1.0,24.0,52000.0,1.897534247458232
726,3.0,16.0,159.0,4.0,119.0,1.0,26.0,61000.0,121.60175035334397
727,3.0,6.0,41.0,13.0,165.0,2.0,23.0,58000.0,-187.6822952520761
728,2.0,15.0,37.0,14.0,155.0,4.0,27.0,43000.0,-94.56899244526724
729,3.0,15.0,90.0,4.0,115.0,2.0,25.0,69000.0,-19.514504184030677
730,4.0,8.0,84.0,15.0,90.0,1.0,22.0,55000.0,23.513956574945382
731,2.0,3.0,56.0,7.0,130.0,2.0,37.0,67000.0,-6.125829260000188
732,3.0,7.0,163.0,3.0,137.0,2.0,28.0,75000.0,107.029898187807
733,3.0,9.0,37.0,7.0,132.0,3.0,34.0,57000.0,-172.06933717205857
734,3.0,12.0,94.0,16.0,23.0,2.0,28.0,98000.0,27.607031208851257
735,2.0,20.0,42.0,7.0,144.0,2.0,27.0,68000.0,59.426605109447856
736,3.0,4.0,17.0,13.0,99.0,2.0,29.0,65000.0,-125.03957803803452
737,3.0,19.0,59.0,8.0,15.0,3.0,33.0,71000.0,-121.14211332085668
738,2.0,8.0,71.0,1.0,105.0,3.0,28.0,81000.0,-57.958975482656555
739,3.0,33.0,150.0,8.0,64.0,2.0,21.0,48000.0,84.4876780920105
740,3.0,19.0,12.0,9.0,87.0,2.0,29.0,87000.0,65.77055649466783
741,4.0,18.0,58.0,17.0,116.0,2.0,27.0,84000.0,97.367802003103
742,3.0,19.0,125.0,6.0,60.0,2.0,31.0,54000.0,24.92540569096103
743,3.0,20.0,119.0,11.0,103.0,2.0,26.0,56000.0,105.46577106152253
744,2.0,13.0,71.0,5.0,144.0,1.0,29.0,48000.0,-45.97989787058869
745,3.0,8.0,124.0,13.0,202.0,2.0,29.0,46000.0,60.5288736373121
746,3.0,5.0,120.0,15.0,102.0,2.0,32.0,55000.0,-90.27458570916575
747,2.0,8.0,82.0,15.0,89.0,2.0,28.0,57000.0,-51.62159801508567
748,3.0,26.0,83.0,10.0,186.0,2.0,29.0,29000.0,101.32422540073622
749,4.0,17.0,111.0,5.0,146.0,3.0,34.0,43000.0,-9.785836699334197
750,3.0,17.0,95.0,12.0,168.0,1.0,32.0,54000.0,-93.99761212996506
751,4.0,3.0,97.0,12.0,112.0,2.0,27.0,60000.0,-140.9662233486121
752,3.0,12.0,120.0,11.0,58.0,1.0,24.0,93000.0,88.66037357749218
753,3.0,4.0,12.0,7.0,124.0,2.0,26.0,118000.0,56.77905415679749
754,3.0,4.0,73.0,13.0,76.0,2.0,31.0,100000.0,3.1152058288188993
755,3.0,5.0,106.0,14.0,86.0,2.0,21.0,85000.0,80.87696643025748
756,3.0,17.0,112.0,14.0,91.0,3.0,25.0,83000.0,106.11061093941454
757,4.0,20.0,50.0,14.0,176.0,2.0,34.0,65000.0,119.19752203904415
758,3.0,22.0,173.0,8.0,133.0,1.0,19.0,37000.0,46.021449600878654
759,4.0,18.0,127.0,5.0,169.0,2.0,26.0,50000.0,58.00786847201511
760,3.0,25.0,73.0,10.0,153.0,1.0,31.0,48000.0,78.5281449675939
761,3.0,16.0,125.0,11.0,36.0,2.0,27.0,64000.0,-49.34209550896447
762,3.0,17.0,28.0,12.0,70.0,1.0,29.0,91000.0,-35.64669776038772
763,3.0,16.0,123.0,5.0,48.0,2.0,30.0,73000.0,-35.9649549944632
764,3.0,29.0,122.0,6.0,139.0,3.0,28.0,79000.0,247.7365194866778
765,4.0,3.0,78.0,7.0,95.0,2.0,31.0,53000.0,-156.2764702190792
766,5.0,1.0,175.0,16.0,135.0,2.0,32.0,62000.0,54.0754504497976
767,3.0,18.0,53.0,8.0,120.0,2.0,27.0,38000.0,-51.24709398025265
768,3.0,11.0,86.0,10.0,98.0,2.0,27.0,96000.0,16.523294981370398
769,3.0,15.0,117.0,10.0,84.0,3.0,30.0,67000.0,-250.80873016786367
770,3.0,5.0,123.0,12.0,154.0,2.0,30.0,28000.0,-102.25775925637959
771,3.0,15.0,93.0,10.0,71.0,1.0,25.0,45000.0,-124.20040229293845
772,3.0,15.0,170.0,4.0,96.0,2.0,25.0,61000.0,59.02673996118206
773,3.0,7.0,106.0,9.0,72.0,3.0,20.0,56000.0,-164.81114318965987
774,3.0,7.0,88.0,13.0,202.0,2.0,32.0,83000.0,149.36416431834124
775,3.0,21.0,46.0,11.0,113.0,2.0,28.0,92000.0,91.50372677866031
776,3.0,12.0,218.0,11.0,95.0,3.0,25.0,43000.0,139.47236687957044
777,3.0,35.0,75.0,5.0,89.0,2.0,24.0,77000.0,165.30306283030706
778,2.0,4.0,111.0,18.0,98.0,2.0,33.0,80000.0,79.99830311918001
779,3.0,4.0,132.0,16.0,122.0,2.0,34.0,46000.0,-28.48068691166057
780,3.0,4.0,131.0,10.0,54.0,3.0,23.0,46000.0,-118.71012741821734
781,3.0,6.0,43.0,11.0,126.0,2.0,23.0,64000.0,-85.02029020367543
782,3.0,11.0,144.0,16.0,22.0,3.0,31.0,27000.0,-240.22268468489395
783,3.0,19.0,95.0,12.0,23.0,2.0,29.0,56000.0,-164.49808532384677
784,4.0,4.0,135.0,7.0,115.0,3.0,27.0,73000.0,14.724025694930475
785,3.0,26.0,96.0,9.0,186.0,3.0,24.0,82000.0,224.8350465785069
786,3.0,14.0,97.0,11.0,111.0,2.0,29.0,49000.0,-34.193174012507384
787,3.0,6.0,6.0,6.0,115.0,2.0,31.0,64000.0,-249.05822552269245
788,3.0,3.0,121.0,9.0,74.0,1.0,29.0,69000.0,-1.2684561284100795
789,3.0,27.0,125.0,6.0,118.0,2.0,23.0,53000.0,120.03085409527954
790,3.0,9.0,139.0,15.0,49.0,2.0,32.0,26000.0,-237.9604875201334
791,4.0,15.0,195.0,14.0,137.0,2.0,26.0,69000.0,243.11448979327213
792,3.0,23.0,43.0,4.0,53.0,2.0,26.0,64000.0,-66.34923517896777
793,3.0,6.0,99.0,13.0,72.0,2.0,28.0,88000.0,-20.72792350363715
794,3.0,3.0,58.0,15.0,22.0,3.0,23.0,54000.0,-135.06414710187389
795,3.0,10.0,99.0,15.0,95.0,2.0,20.0,32000.0,-130.32747238083812
796,2.0,10.0,83.0,17.0,103.0,1.0,27.0,65000.0,-147.21850775981227
797,3.0,6.0,80.0,4.0,99.0,2.0,29.0,42000.0,-172.17034934854075
798,3.0,14.0,84.0,13.0,104.0,2.0,33.0,38000.0,5.383957961692246
799,3.0,4.0,145.0,4.0,25.0,2.0,23.0,50000.0,-86.27013894469738
800,3.0,17.0,88.0,13.0,160.0,2.0,29.0,54000.0,112.06194577973572
801,4.0,10.0,195.0,11.0,127.0,2.0,35.0,73000.0,195.98448338004115
802,4.0,7.0,107.0,14.0,105.0,1.0,36.0,72000.0,28.895072825887482
803,4.0,18.0,68.0,9.0,87.0,3.0,30.0,117000.0,164.73510046680246
804,3.0,5.0,248.0,14.0,50.0,2.0,33.0,84000.0,156.5356633136984
805,3.0,9.0,84.0,16.0,121.0,2.0,31.0,65000.0,-27.21250602260968
806,2.0,16.0,135.0,8.0,157.0,1.0,31.0,48000.0,123.74451147706972
807,4.0,8.0,119.0,16.0,119.0,3.0,36.0,68000.0,-97.46681932259469
808,3.0,17.0,135.0,11.0,108.0,2.0,29.0,108000.0,192.67564473272776
809,4.0,17.0,3.0,13.0,100.0,2.0,18.0,80000.0,-49.178528444671485
810,2.0,22.0,153.0,14.0,6.0,2.0,29.0,88000.0,53.48653559945335
811,4.0,6.0,81.0,5.0,119.0,2.0,23.0,59000.0,-63.72112847347148
812,2.0,26.0,177.0,15.0,42.0,2.0,33.0,102000.0,296.3359286189932
813,4.0,9.0,61.0,10.0,106.0,1.0,25.0,69000.0,-70.04232546039013
814,3.0,15.0,123.0,14.0,83.0,2.0,32.0,81000.0,120.55429942312686
815,2.0,21.0,155.0,16.0,72.0,2.0,35.0,59000.0,59.94898193749658
816,3.0,5.0,36.0,21.0,77.0,2.0,26.0,108000.0,2.3062081475964558
817,3.0,29.0,93.0,14.0,97.0,2.0,28.0,93000.0,158.1898641576689
818,3.0,15.0,12.0,8.0,113.0,1.0,23.0,79000.0,-81.60097823358285
819,3.0,15.0,28.0,9.0,89.0,2.0,33.0,45000.0,-62.20555999089166
820,2.0,15.0,38.0,4.0,89.0,2.0,28.0,51000.0,-170.95496024370732
821,3.0,8.0,47.0,6.0,54.0,2.0,25.0,66000.0,-107.50654711095342
822,3.0,13.0,37.0,11.0,72.0,3.0,22.0,29000.0,-261.81975991841045
823,4.0,37.0,138.0,8.0,74.0,2.0,25.0,97000.0,316.0964112246503
824,3.0,24.0,158.0,14.0,76.0,2.0,34.0,85000.0,191.04692466602987
825,2.0,20.0,59.0,12.0,36.0,2.0,20.0,48000.0,-149.81477033989242
826,3.0,9.0,87.0,5.0,50.0,2.0,33.0,32000.0,-369.6412615221142
827,2.0,26.0,12.0,5.0,96.0,2.0,29.0,27000.0,-108.38191788912873
828,3.0,21.0,116.0,15.0,77.0,2.0,32.0,53000.0,36.42450697083223
829,4.0,7.0,59.0,13.0,133.0,2.0,30.0,61000.0,-69.30141223921223
830,3.0,2.0,124.0,9.0,120.0,2.0,25.0,43000.0,-105.30544361761878
831,3.0,12.0,111.0,19.0,121.0,2.0,31.0,67000.0,90.61763333250165
832,4.0,2.0,148.0,7.0,60.0,2.0,26.0,74000.0,-4.860156463750577
833,3.0,6.0,15.0,15.0,104.0,2.0,26.0,30000.0,-342.3841506532023
834,3.0,10.0,146.0,10.0,114.0,1.0,25.0,59000.0,-32.24358561583099
835,3.0,4.0,102.0,8.0,124.0,2.0,28.0,58000.0,-71.79628217321479
836,3.0,19.0,89.0,12.0,57.0,1.0,24.0,67000.0,34.258543382517445
837,4.0,12.0,60.0,15.0,112.0,2.0,29.0,65000.0,-4.258697492097969
838,3.0,12.0,218.0,13.0,121.0,2.0,30.0,58000.0,161.05093031047974
839,3.0,7.0,151.0,7.0,100.0,3.0,30.0,96000.0,113.56212169311145
840,3.0,4.0,88.0,14.0,39.0,2.0,30.0,66000.0,-246.5172067543251
841,3.0,6.0,58.0,10.0,26.0,2.0,33.0,51000.0,-205.36595454869112
842,3.0,8.0,149.0,8.0,80.0,3.0,21.0,51000.0,-81.6712762528058
843,2.0,20.0,90.0,8.0,126.0,1.0,21.0,71000.0,134.65048551251783
844,3.0,21.0,106.0,13.0,95.0,1.0,19.0,99000.0,168.9621806047601
845,2.0,16.0,93.0,14.0,23.0,2.0,36.0,34000.0,-166.09299603095636
846,3.0,14.0,137.0,12.0,43.0,3.0,26.0,92000.0,105.02180653470901
847,4.0,16.0,36.0,10.0,98.0,2.0,19.0,53000.0,-159.7246183363242
848,4.0,8.0,101.0,4.0,34.0,1.0,34.0,68000.0,-155.3479264104469
849,3.0,8.0,114.0,9.0,69.0,3.0,28.0,96000.0,89.9517226424403
850,4.0,14.0,147.0,16.0,131.0,3.0,27.0,76000.0,111.64825731334054
851,3.0,13.0,148.0,13.0,7.0,2.0,23.0,76000.0,44.37751289243788
852,3.0,10.0,51.0,17.0,120.0,2.0,24.0,63000.0,-50.310488418787884
853,3.0,2.0,139.0,14.0,109.0,2.0,27.0,30000.0,-92.45627189887693
854,3.0,24.0,142.0,12.0,144.0,2.0,35.0,46000.0,161.2486046109922
855,3.0,6.0,17.0,9.0,96.0,2.0,31.0,63000.0,-170.72421689094307
856,4.0,8.0,164.0,12.0,134.0,3.0,27.0,64000.0,122.84666462239304
857,3.0,8.0,101.0,11.0,105.0,1.0,25.0,66000.0,-67.66095834091087
858,3.0,4.0,108.0,8.0,38.0,2.0,24.0,68000.0,-158.48316646782067
859,2.0,31.0,26.0,15.0,93.0,3.0,32.0,86000.0,111.49083541450442
860,3.0,9.0,119.0,10.0,79.0,1.0,24.0,55000.0,6.663724929777011
861,3.0,2.0,142.0,9.0,83.0,2.0,32.0,82000.0,91.8329444823486
862,3.0,11.0,111.0,9.0,139.0,2.0,35.0,88000.0,132.57535131003272
863,3.0,18.0,155.0,12.0,28.0,2.0,22.0,87000.0,75.68922470103867
864,4.0,8.0,105.0,11.0,81.0,1.0,22.0,62000.0,-74.70413803577225
865,3.0,21.0,67.0,17.0,74.0,2.0,26.0,50000.0,-4.609938496362815
866,3.0,20.0,126.0,13.0,80.0,2.0,28.0,36000.0,-67.80364330991257
867,3.0,8.0,136.0,14.0,93.0,2.0,30.0,73000.0,41.09153499935083
868,3.0,6.0,71.0,9.0,44.0,3.0,23.0,68000.0,-191.68464704167957
869,3.0,14.0,80.0,11.0,56.0,2.0,25.0,46000.0,-95.88560533498048
870,3.0,7.0,73.0,13.0,172.0,2.0,24.0,75000.0,116.68767648648328
871,2.0,7.0,98.0,14.0,133.0,2.0,35.0,32000.0,-64.67164756419052
872,4.0,49.0,88.0,14.0,91.0,1.0,30.0,84000.0,273.28239919509184
873,3.0,10.0,46.0,10.0,92.0,2.0,35.0,32000.0,-142.5340692727421
874,2.0,25.0,86.0,11.0,79.0,2.0,34.0,69000.0,-0.11118184323304092
875,3.0,11.0,90.0,14.0,106.0,2.0,27.0,83000.0,80.98316968468657
876,3.0,6.0,250.0,10.0,104.0,2.0,24.0,65000.0,97.28604162901071
877,3.0,10.0,99.0,8.0,42.0,2.0,28.0,62000.0,-175.50865676900858
878,3.0,9.0,112.0,3.0,154.0,2.0,22.0,83000.0,156.06754983326698
879,2.0,20.0,123.0,7.0,119.0,3.0,27.0,65000.0,-232.26023998851142
880,3.0,1.0,78.0,10.0,122.0,2.0,26.0,73000.0,-50.71133142924424
881,3.0,7.0,58.0,8.0,144.0,2.0,37.0,70000.0,18.389386549876615
882,3.0,4.0,65.0,6.0,77.0,3.0,27.0,53000.0,-133.2938073020361
883,3.0,13.0,129.0,6.0,69.0,1.0,26.0,69000.0,84.122958597474
884,3.0,4.0,133.0,10.0,114.0,2.0,32.0,31000.0,-180.49481891089013
885,3.0,1.0,174.0,6.0,48.0,2.0,19.0,84000.0,21.454326025335348
886,2.0,6.0,47.0,19.0,158.0,2.0,27.0,53000.0,-65.27284017973389
887,3.0,15.0,100.0,10.0,2.0,2.0,29.0,70000.0,-87.04156406149669
888,3.0,15.0,115.0,13.0,126.0,2.0,27.0,63000.0,74.10539177016287
889,3.0,9.0,30.0,11.0,79.0,2.0,26.0,51000.0,-179.97897172577535
890,3.0,23.0,163.0,9.0,166.0,3.0,35.0,55000.0,174.2379100287864
891,4.0,6.0,150.0,18.0,13.0,2.0,28.0,80000.0,-22.16174718310841
892,4.0,12.0,154.0,12.0,155.0,2.0,28.0,104000.0,273.9715858804099
893,3.0,13.0,136.0,15.0,142.0,2.0,23.0,99000.0,135.79464467242437
894,3.0,8.0,103.0,9.0,67.0,2.0,31.0,55000.0,-89.11035081983056
895,3.0,9.0,70.0,13.0,82.0,2.0,26.0,54000.0,-77.17749959507935
896,4.0,9.0,78.0,7.0,70.0,2.0,18.0,76000.0,-29.90561102854582
897,3.0,24.0,145.0,11.0,112.0,3.0,29.0,48000.0,102.94676619132164
898,3.0,25.0,70.0,17.0,134.0,2.0,28.0,31000.0,25.963108383982785
899,3.0,5.0,12.0,5.0,49.0,1.0,27.0,77000.0,-234.39813304310346
900,4.0,13.0,146.0,5.0,111.0,2.0,26.0,64000.0,82.51461804865738
901,3.0,18.0,73.0,16.0,94.0,2.0,30.0,31000.0,-154.4791384592878
902,3.0,13.0,78.0,15.0,96.0,1.0,31.0,78000.0,61.80467349188077
903,3.0,9.0,98.0,16.0,130.0,2.0,29.0,87000.0,72.75997503442485
904,3.0,4.0,118.0,20.0,116.0,2.0,27.0,29000.0,-129.23566536625484
905,3.0,2.0,110.0,11.0,30.0,2.0,28.0,52000.0,-260.37375963058435
906,3.0,10.0,123.0,5.0,76.0,2.0,32.0,79000.0,-0.7475746336336719
907,2.0,18.0,133.0,12.0,196.0,2.0,31.0,68000.0,239.13546368613413
908,3.0,6.0,159.0,16.0,179.0,2.0,31.0,52000.0,86.89023855348609
909,4.0,20.0,148.0,11.0,109.0,1.0,29.0,103000.0,294.30113623016314
910,3.0,21.0,166.0,1.0,68.0,2.0,33.0,76000.0,44.40881477363721
911,2.0,16.0,37.0,9.0,100.0,2.0,31.0,46000.0,-348.50381181582827
912,2.0,7.0,48.0,12.0,81.0,2.0,25.0,79000.0,-20.4182519165757
913,2.0,18.0,88.0,6.0,82.0,1.0,30.0,86000.0,39.58333982248678
914,4.0,3.0,82.0,11.0,45.0,2.0,25.0,55000.0,-174.7770863915057
915,3.0,3.0,136.0,15.0,69.0,2.0,27.0,68000.0,-67.71574433137482
916,2.0,18.0,69.0,11.0,94.0,3.0,27.0,86000.0,114.87333322065982
917,3.0,11.0,119.0,14.0,154.0,2.0,35.0,64000.0,152.2265624870373
918,3.0,15.0,91.0,9.0,86.0,3.0,27.0,68000.0,-18.60809302115137
919,3.0,12.0,107.0,7.0,86.0,2.0,32.0,52000.0,-63.4671440569396
920,3.0,9.0,67.0,10.0,90.0,2.0,24.0,98000.0,1.0542001268119172
921,3.0,10.0,155.0,7.0,156.0,1.0,26.0,34000.0,12.88682715571408
922,2.0,18.0,27.0,12.0,12.0,2.0,28.0,107000.0,-92.15821736614026
923,4.0,25.0,107.0,15.0,161.0,2.0,25.0,72000.0,214.02203618964225
924,3.0,7.0,158.0,12.0,94.0,2.0,29.0,41000.0,-93.63613114905273
925,2.0,7.0,91.0,9.0,98.0,2.0,30.0,69000.0,-23.33969224848539
926,3.0,14.0,86.0,9.0,109.0,1.0,29.0,52000.0,-25.080944567850853
927,3.0,13.0,142.0,11.0,68.0,3.0,27.0,76000.0,34.2171822333715
928,3.0,27.0,154.0,1.0,100.0,2.0,26.0,84000.0,177.99750731169706
929,3.0,14.0,100.0,8.0,48.0,2.0,34.0,29000.0,-182.74479159915313
930,2.0,2.0,80.0,16.0,32.0,2.0,31.0,79000.0,-141.42836994681542
931,4.0,10.0,107.0,15.0,167.0,2.0,28.0,29000.0,-28.413924780911312
932,3.0,3.0,62.0,6.0,60.0,2.0,32.0,59000.0,-248.8068411491807
933,4.0,16.0,2.0,13.0,169.0,2.0,33.0,68000.0,11.92973411025928
934,3.0,1.0,69.0,6.0,136.0,1.0,27.0,94000.0,14.20693799363713
935,3.0,19.0,66.0,14.0,95.0,2.0,26.0,26000.0,-71.86188275473097
936,3.0,20.0,205.0,3.0,18.0,3.0,22.0,88000.0,152.35136472753504
937,3.0,12.0,99.0,8.0,204.0,2.0,33.0,26000.0,-146.45326209202756
938,4.0,2.0,169.0,9.0,136.0,2.0,26.0,77000.0,66.80100928420327
939,3.0,23.0,167.0,11.0,20.0,2.0,30.0,91000.0,120.8414604552342
940,3.0,10.0,118.0,15.0,140.0,3.0,34.0,66000.0,103.08855604122101
941,4.0,21.0,29.0,12.0,78.0,2.0,19.0,32000.0,-161.9286472509157
942,3.0,21.0,53.0,3.0,96.0,3.0,32.0,40000.0,-141.69557112583374
943,4.0,10.0,157.0,9.0,93.0,1.0,30.0,86000.0,115.00815753178159
944,3.0,17.0,173.0,18.0,86.0,2.0,21.0,70000.0,195.6349165109346
945,4.0,1.0,133.0,9.0,85.0,2.0,39.0,92000.0,15.559162767665214
946,3.0,2.0,65.0,11.0,159.0,2.0,33.0,75000.0,-14.161872627080022
947,2.0,18.0,180.0,7.0,2.0,2.0,23.0,88000.0,64.80083461679325
948,3.0,14.0,119.0,7.0,25.0,1.0,24.0,41000.0,-124.93308695004313
949,3.0,23.0,159.0,9.0,82.0,2.0,28.0,71000.0,171.98376464702434
950,3.0,20.0,55.0,12.0,118.0,2.0,32.0,55000.0,48.6318710399738
951,3.0,3.0,162.0,11.0,67.0,2.0,32.0,65000.0,-93.19174060446122
952,3.0,12.0,34.0,14.0,142.0,2.0,30.0,68000.0,-103.0908826935922
953,3.0,11.0,127.0,7.0,4.0,2.0,30.0,49000.0,-163.15440387204427
954,3.0,7.0,98.0,12.0,146.0,2.0,24.0,27000.0,-170.57947544738
955,3.0,3.0,117.0,4.0,61.0,3.0,30.0,52000.0,-148.94500040123026
956,2.0,28.0,16.0,10.0,66.0,2.0,25.0,51000.0,-130.84720541113114
957,3.0,2.0,36.0,11.0,131.0,3.0,35.0,41000.0,-146.3225420510619
958,2.0,19.0,102.0,14.0,151.0,2.0,30.0,62000.0,107.0309851020045
